"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Package funModeling: data cleaning, importance variable analysis and model perfomance https://t.co/AozWtIHiYV #Rstats",FALSE,1,NA,2016-02-23 10:41:38,FALSE,NA,"702080872049147904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kamromero",0,FALSE,FALSE,NA,NA
"Submit an abstract for #EARL2016 #rstats conference? Check out last years agenda https://t.co/JJ3RVx3eFO #analytics https://t.co/gNKzOPXRUc",FALSE,0,NA,2016-02-23 10:41:01,FALSE,NA,"702080715974844416",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","earlconf",0,FALSE,FALSE,NA,NA
"Advanced #rstats programming course (https://t.co/YZqOtSt3ND)",FALSE,0,NA,2016-02-23 10:40:20,FALSE,NA,"702080542636949504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","csgillespie",0,FALSE,FALSE,NA,NA
"Do you have a talk waiting to be heard? Call for Abstracts! #EARL2016 R Conference #rstats https://t.co/lvS7qgNZhH https://t.co/2QrwDwpuwf",FALSE,0,NA,2016-02-23 10:37:01,FALSE,NA,"702079711254450176",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MangoTheCat",0,FALSE,FALSE,NA,NA
"Integrating Python and R into a Data Analysis Pipeline  Part 1 https://t.co/bkJD9OgiTC #python #rstats #R #blog https://t.co/d6itpMYz9m",FALSE,1,NA,2016-02-23 10:37:00,FALSE,NA,"702079707295064064",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MangoTheCat",0,FALSE,FALSE,NA,NA
"Hive plots coming to #ggraph - stay tuned. #ggplot2 #rstats #dataviz @MKrzywinski https://t.co/o8fH1ycaBr",FALSE,1,NA,2016-02-23 10:28:26,FALSE,NA,"702077548277186560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thomasp85",0,FALSE,FALSE,NA,NA
"magrittr: The best thing to have ever happened to R? https://t.co/GpotFzoyCv #rstats #R",FALSE,0,NA,2016-02-23 10:28:00,FALSE,NA,"702077441095827456",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MangoTheCat",0,FALSE,FALSE,NA,NA
"RT @dataiku: 600 websites about R: https://t.co/qGfZPwfn49 #Rstats #DataScience #Statistics #MachineLearning | RT @KirkDBorne https://t.co/…",FALSE,0,NA,2016-02-23 10:24:40,FALSE,NA,"702076601710858240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PhilChiberre",2,TRUE,FALSE,NA,NA
"RT @plotlygraphs: Tutorial on using #jupyter notebook with the R kernel:

https://t.co/FMsqFWx0td

#rstats #jupyterday https://t.co/MMg9cIs…",FALSE,0,NA,2016-02-23 10:18:40,FALSE,NA,"702075090972844032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reshamas",10,TRUE,FALSE,NA,NA
"RT @plotlygraphs: Check out the plotly build of the official ggplot2 docs:
https://t.co/HBaUOeH6FB
#ggplot2 #rstats https://t.co/aEtHh57c30",FALSE,0,NA,2016-02-23 10:18:39,FALSE,NA,"702075085780168705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sinhrks",4,TRUE,FALSE,NA,NA
"RT @c_iantosca: „Course GIVEAWAY - R Programming for Data Science!!“ von @BigDataGal auf @LinkedIn https://t.co/hS1j8PI9wn #Rstats",FALSE,0,NA,2016-02-23 10:16:42,FALSE,NA,"702074598595162112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","valuencedata",1,TRUE,FALSE,NA,NA
"CRAN updates: bdots boot causaleffect permPATH rmumps https://t.co/y5W2NTKSXT #rstats",FALSE,0,NA,2016-02-23 10:13:51,FALSE,NA,"702073880953929729",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"„Course GIVEAWAY - R Programming for Data Science!!“ von @BigDataGal auf @LinkedIn https://t.co/hS1j8PI9wn #Rstats",FALSE,0,NA,2016-02-23 10:12:57,FALSE,NA,"702073653991776256",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","c_iantosca",1,FALSE,FALSE,NA,NA
"RT @c_iantosca: „R Programming for Data Science - What's it all about?“ via @BigDataGal on @LinkedIn https://t.co/YDuhCENreR #RStats #DataS…",FALSE,0,NA,2016-02-23 10:12:21,FALSE,NA,"702073501277097984",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","DataAnalyticss",3,TRUE,FALSE,NA,NA
"RT @c_iantosca: „R Programming for Data Science - What's it all about?“ via @BigDataGal on @LinkedIn https://t.co/YDuhCENreR #RStats #DataS…",FALSE,0,NA,2016-02-23 10:11:05,FALSE,NA,"702073185487998976",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","homeAIinfo",3,TRUE,FALSE,NA,NA
"Experience the Tower of London at our R conference reception! Get earlybird tickets https://t.co/iftCaIPbRS #rstats https://t.co/sLL2SaV2E8",FALSE,0,NA,2016-02-23 10:11:01,FALSE,NA,"702073167729156096",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","earlconf",0,FALSE,FALSE,NA,NA
"„R Programming for Data Science - What's it all about?“ via @BigDataGal on @LinkedIn https://t.co/YDuhCENreR #RStats #DataScience",FALSE,1,NA,2016-02-23 10:09:43,FALSE,NA,"702072840766492672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","c_iantosca",3,FALSE,FALSE,NA,NA
"„5 Easy Steps to Using #RStats &amp; #Google #Analytics to Optimize your #Marketing #ROI“ von @BigDataGal on @LinkedIn https://t.co/PsUFVt5sWe",FALSE,1,NA,2016-02-23 10:09:07,FALSE,NA,"702072690136502272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","c_iantosca",0,FALSE,FALSE,NA,NA
"Best line of code I'll use today. Finding the length of a vector without NAs : sum(!is.na(x)). So useful and yet never remember it. #Rstats",FALSE,0,NA,2016-02-23 09:56:42,FALSE,NA,"702069563027038208",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","padpadpadpad",0,FALSE,FALSE,NA,NA
"RT @Hoog10HK: #GGPLOT2 prezzo updated! https://t.co/v7asERh5ha
@hrbrmstr ggalt has vertical. #rstats @timelyportfolio @bhaskar_vk https://t…",FALSE,0,NA,2016-02-23 09:52:50,FALSE,NA,"702068589369536512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","thanhtungmilan",6,TRUE,FALSE,NA,NA
"Developing Web Aps with Shiny Training Course https://t.co/A1tBg0qyJv 8th March #rstats #R #Shiny https://t.co/31vyaybGsd",FALSE,0,NA,2016-02-23 09:50:01,FALSE,NA,"702067883468156929",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MangoTheCat",0,FALSE,FALSE,NA,NA
"RT @MatthBogaert: @dirkvandenpoel  is teaching his favorite topic in the class of predictive analytics #ensembles #rstats #analytics https:…",FALSE,0,NA,2016-02-23 09:43:04,FALSE,NA,"702066133189455872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UGentDA",2,TRUE,FALSE,NA,NA
"RT @MatthBogaert: @dirkvandenpoel  is teaching his favorite topic in the class of predictive analytics #ensembles #rstats #analytics https:…",FALSE,0,NA,2016-02-23 09:42:08,FALSE,NA,"702065897666699264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dirkvandenpoel",2,TRUE,FALSE,NA,NA
"I _think_ I might have finally figured out how to properly handle people and roles on @theincomparable https://t.co/9W6amyBKZl
<ed><U+00A0><U+00BD><ed><U+00B8><U+00AA><ed><U+00A0><U+00BD><ed><U+00B8><U+008C> #rstats",FALSE,0,NA,2016-02-23 09:40:54,FALSE,NA,"702065587074240512",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Jemus42",0,FALSE,FALSE,NA,NA
"Business Intelligence and #Data Science Groups in East Tennessee | @rbloggers https://t.co/MOAW5LaK5s #rstats group &amp; #BI",FALSE,0,NA,2016-02-23 09:40:16,FALSE,NA,"702065427623649280",NA,"<a href=""http://www.scoop.it"" rel=""nofollow"">Scoop.it</a>","AymericBds",0,FALSE,FALSE,NA,NA
"RT @Sheffield_R_: Tonight we kick-off our #rstats data hack of the @NBNTrust data for Sheffield - coding starts later - tonight's about ide…",FALSE,0,NA,2016-02-23 09:38:52,FALSE,NA,"702065076744933376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NBNTrust",5,TRUE,FALSE,NA,NA
"RT @TeppoTammisto: New era in #CloudComputing? Meet us at #GCPNEXT!

#machinelearning, #simulation, #RStats, #MATLAB, #Python https://t.co/…",FALSE,0,NA,2016-02-23 09:35:39,FALSE,NA,"702064264811409408",NA,"<a href=""http://www.rabianuray.net"" rel=""nofollow"">Data Science Wire</a>","sentiwire",1,TRUE,FALSE,NA,NA
"New era in #CloudComputing? Meet us at #GCPNEXT!

#machinelearning, #simulation, #RStats, #MATLAB, #Python https://t.co/mJNkbUqwXT",FALSE,3,NA,2016-02-23 09:35:37,FALSE,NA,"702064258494963712",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TeppoTammisto",1,FALSE,FALSE,NA,NA
"R User up North? ManchesterR date announced: Mon 29th Feb at https://t.co/w0N9vlIpX5 #rstats #R #analytics https://t.co/j5e8RcQ83I",FALSE,0,NA,2016-02-23 09:32:01,FALSE,NA,"702063351090663424",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MangoTheCat",0,FALSE,FALSE,NA,NA
"RT @Sheffield_R_: Tonight we kick-off our #rstats data hack of the @NBNTrust data for Sheffield - coding starts later - tonight's about ide…",FALSE,0,NA,2016-02-23 09:25:30,FALSE,NA,"702061712510472192",NA,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>","andnewmanGEO",5,TRUE,FALSE,NA,NA
"RT @MangoTheCat: Good luck NottinghamR user group with your 1st meetup tonight https://t.co/Cfxg9CYSMb and to @sellorm !  #rstats https://t…",FALSE,0,NA,2016-02-23 09:23:18,FALSE,NA,"702061158015041536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","earlconf",1,TRUE,FALSE,NA,NA
"RT @KirkDBorne: Useful packages (libraries) for Data Analysis in R: https://t.co/haRKopFyly #DataScience #Rstats by @analyticsvidhya https:…",FALSE,0,NA,2016-02-23 09:22:48,FALSE,NA,"702061034442465280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rjacorreia",97,TRUE,FALSE,NA,NA
"Exciting news! R Conf reception for #EARL2016 to be held at Tower of London! #rstats https://t.co/ntFANNs83j https://t.co/DuuKJcXuVH",FALSE,0,NA,2016-02-23 09:22:01,FALSE,NA,"702060833925279744",NA,"<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","MangoTheCat",0,FALSE,FALSE,NA,NA
"RT @Sheffield_R_: Tonight we kick-off our #rstats data hack of the @NBNTrust data for Sheffield - coding starts later - tonight's about ide…",FALSE,0,NA,2016-02-23 09:21:22,FALSE,NA,"702060670804692992",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soayipm",5,TRUE,FALSE,NA,NA
"Good luck NottinghamR user group with your 1st meetup tonight https://t.co/Cfxg9CYSMb and to @sellorm !  #rstats https://t.co/4cjYRoFcvo",FALSE,1,NA,2016-02-23 09:18:52,FALSE,NA,"702060043055796224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MangoTheCat",1,FALSE,FALSE,NA,NA
"RT @Rbloggers: tweets of ggtree https://t.co/MbNuU36hrK #rstats #DataScience",FALSE,0,NA,2016-02-23 09:00:10,FALSE,NA,"702055338426544129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","guangchuangyu",1,TRUE,FALSE,NA,NA
"A bug fix release of readstata13 is now available on #rstats #CRAN. Fixes some issues with dates and infinite values in #stata",FALSE,1,NA,2016-02-23 08:57:04,FALSE,NA,"702054557153673216",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sjewor",0,FALSE,FALSE,NA,NA
"RT @Sheffield_R_: Tonight we kick-off our #rstats data hack of the @NBNTrust data for Sheffield - coding starts later - tonight's about ide…",FALSE,0,NA,2016-02-23 08:56:08,FALSE,NA,"702054319844171776",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","SHFDigital",5,TRUE,FALSE,NA,NA
"@dirkvandenpoel  is teaching his favorite topic in the class of predictive analytics #ensembles #rstats #analytics https://t.co/MtfmBfqjtA",FALSE,7,"dirkvandenpoel",2016-02-23 08:46:09,FALSE,NA,"702051808978587648","60014176","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MatthBogaert",2,FALSE,FALSE,NA,NA
"RT @jacob_c_fisher: Fun @rstudio trick -- if you hold down ""Alt"" and click up or down in the text editor, it moves the line of code #rstats",FALSE,0,NA,2016-02-23 08:42:49,FALSE,NA,"702050970331643904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","symbolic_goods",12,TRUE,FALSE,NA,NA
"tweets of ggtree https://t.co/drgdoUpSAQ #rstats",FALSE,0,NA,2016-02-23 08:38:26,FALSE,NA,"702049866545889280",NA,"<a href=""http://www.exegetic.biz"" rel=""nofollow"">RSS/Atom Feed Tweeter</a>","DataWookie",0,FALSE,FALSE,NA,NA
"RT @plotlygraphs: Tutorial on using #jupyter notebook with the R kernel:

https://t.co/FMsqFWx0td

#rstats #jupyterday https://t.co/MMg9cIs…",FALSE,0,NA,2016-02-23 08:18:15,FALSE,NA,"702044787877220352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rakeshpala",10,TRUE,FALSE,NA,NA
"RT @plotlygraphs: Tutorial on using #jupyter notebook with the R kernel:

https://t.co/FMsqFWx0td

#rstats #jupyterday https://t.co/MMg9cIs…",FALSE,0,NA,2016-02-23 08:14:46,FALSE,NA,"702043909476761600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Altons",10,TRUE,FALSE,NA,NA
"CRAN updates: BayesTree glmnet gmeta gstat modules ndtv permGPU vcrpart vegdata WARN https://t.co/y5W2NTKSXT #rstats",FALSE,0,NA,2016-02-23 08:14:07,FALSE,NA,"702043747215929344",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"New CRAN package httpcache with initial version 0.1.2 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2016-02-23 08:13:54,FALSE,NA,"702043693491027972",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"New CRAN package DetR with initial version 0.0.4 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2016-02-23 08:13:42,FALSE,NA,"702043644962983936",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"New CRAN package covafillr with initial version 0.2.1 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2016-02-23 08:13:41,FALSE,NA,"702043637539086336",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"New CRAN package condvis with initial version 0.2-1 https://t.co/0QdYpl5sce #rstats",FALSE,0,NA,2016-02-23 08:13:39,FALSE,NA,"702043629066518528",NA,"<a href=""http://dirk.eddelbuettel.com/cranberries"" rel=""nofollow"">CRANberries Feed</a>","CRANberriesFeed",0,FALSE,FALSE,NA,NA
"RT @Rbloggers: Business Intelligence and Data Science Groups in East Tennessee https://t.co/n66hJtEEbv #rstats #DataScience",FALSE,0,NA,2016-02-23 08:05:16,FALSE,NA,"702041519365165056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fabio_zottele",1,TRUE,FALSE,NA,NA
"RT @Sheffield_R_: Tonight we kick-off our #rstats data hack of the @NBNTrust data for Sheffield - coding starts later - tonight's about ide…",FALSE,0,NA,2016-02-23 08:02:04,FALSE,NA,"702040716155994112",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","mathew_hall",5,TRUE,FALSE,NA,NA
"tweets of ggtree https://t.co/MbNuU36hrK #rstats #DataScience",FALSE,4,NA,2016-02-23 08:00:16,FALSE,NA,"702040262181163008",NA,"<a href=""http://www.r-bloggers.com"" rel=""nofollow"">r-bloggers.com</a>","Rbloggers",1,FALSE,FALSE,NA,NA
"RT @NumFOCUS: .@NumFOCUS is proud to announce @mcmc_stan as our newest fiscally sponsored project! https://t.co/2fFWoh1kZs #rstats #cpluspl…",FALSE,0,NA,2016-02-23 07:57:27,FALSE,NA,"702039551657820160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","avehtari",4,TRUE,FALSE,NA,NA
"How to make a great #R #reproducible example? 
#rstats
https://t.co/tsWKG2jVbW",FALSE,0,NA,2016-02-23 07:54:30,FALSE,NA,"702038812860538880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ErmiaBivatan",0,FALSE,FALSE,NA,NA
"#Rstats nous surprendra toujours. https://t.co/8oobw980hR",FALSE,0,NA,2016-02-23 07:53:57,FALSE,NA,"702038672112283648",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Abcd_R",0,FALSE,FALSE,NA,NA
"RT @Rbloggers: Advanced Analytics Software’s Most Important Feature? Gartner Says it’s VCF https://t.co/bdlRF5HQAV #rstats #DataScience",FALSE,0,NA,2016-02-23 07:51:25,FALSE,NA,"702038033701457920",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dlavbic",0,FALSE,FALSE,NA,NA
"RT @tomhouslay: @TweetingRichy I've put up code for template figs in #rstats in case you ever make the switch: https://t.co/QHHcOPkR7M",FALSE,0,NA,2016-02-23 07:45:08,FALSE,NA,"702036454495678464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TweetingRichy",1,TRUE,FALSE,NA,NA
"Tonight we kick-off our #rstats data hack of the @NBNTrust data for Sheffield - coding starts later - tonight's about ideas @WildSheffield",FALSE,1,NA,2016-02-23 07:41:59,FALSE,NA,"702035663168868352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sheffield_R_",5,FALSE,FALSE,NA,NA
"@TweetingRichy I've put up code for template figs in #rstats in case you ever make the switch: https://t.co/QHHcOPkR7M",FALSE,2,"TweetingRichy",2016-02-23 07:33:43,FALSE,"702031188416921601","702033582357934080","116469798","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tomhouslay",1,FALSE,FALSE,NA,NA
"Can anyone help me get an advanced tutorial in #R #Functional &amp; #MetaProgramming? #rstats @RStatsJobs",FALSE,0,NA,2016-02-23 07:33:39,FALSE,NA,"702033564381138944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ErmiaBivatan",0,FALSE,FALSE,NA,NA
"RT @KirkDBorne: Useful packages (libraries) for Data Analysis in R: https://t.co/haRKopFyly #DataScience #Rstats by @analyticsvidhya https:…",FALSE,0,NA,2016-02-23 07:30:02,FALSE,NA,"702032653009211392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","schiesslr",97,TRUE,FALSE,NA,NA
"RT @pssGuy: #rstats @plotlygraphs shiny interactive #OECD map app
https://t.co/zkT2k6ZIWJ
@cpsievert @JennyBryan https://t.co/hmvy4aapCy",FALSE,0,NA,2016-02-23 07:29:43,FALSE,NA,"702032574965796864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UrbanDemog",9,TRUE,FALSE,NA,NA
"RT @AnalyticsVidhya: Various levels of time series modeling and its related techniques in R. https://t.co/mLuupTtlja #analytics #rstats htt…",FALSE,0,NA,2016-02-23 07:28:04,FALSE,NA,"702032157938737152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","P_O_Bourge",2,TRUE,FALSE,NA,NA
"To sum things up: sum() is your friend. #rstats @RLangTip https://t.co/02xR8u3jZT",FALSE,0,NA,2016-02-23 07:27:01,FALSE,NA,"702031894410616836",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allthenothing",0,FALSE,FALSE,NA,NA
"New Shiny App: Predict the height of your child https://t.co/NviBrNFrct #rstats https://t.co/8UuuUFDHQs",FALSE,0,NA,2016-02-23 07:25:01,FALSE,NA,"702031390842335236",NA,"<a href=""https://twitter.com/ShinyappsRecent"" rel=""nofollow"">ShinyappsRecent</a>","ShinyappsRecent",0,FALSE,FALSE,NA,NA
"RT @Persontyle: Using #rstats #machinelearning script as a #PowerBI desktop data source. https://t.co/FNMapJa7Kl https://t.co/kTO1arXk7U",FALSE,0,NA,2016-02-23 07:24:13,FALSE,NA,"702031191818559488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","schooltds",5,TRUE,FALSE,NA,NA
"Job alert:  Course Instructor - Quant &amp; Finance - Rstats
Los Angeles, CA - Contract - https://t.co/IhfO9h3CzL",FALSE,1,NA,2016-02-23 07:23:26,FALSE,NA,"702030992811421696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SkilledDigital",0,FALSE,FALSE,NA,NA
